study_hours,attendance,previous_grade,parental_support,extracurricular,sleep_hours,assignments_completed,age,year,performance,final_grade
9.8,97.3,56.7,1,2,9.0,76.1,18,2021,Medium,62.7
5.9,81.2,43.4,5,2,6.5,62.5,17,2021,Medium,56.4
9.9,82.8,65.7,3,0,5.4,90.2,18,2021,High,68.0
0.0,71.4,60.9,4,2,7.3,72.5,17,2021,Low,57.7
8.1,75.6,69.8,3,3,6.4,89.2,16,2021,High,72.4
6.2,88.6,62.2,2,2,6.0,28.9,17,2021,Low,63.4
5.3,96.9,35.9,4,2,5.7,78.1,19,2021,Low,50.3
6.2,78.0,61.8,4,1,10.3,69.7,17,2021,Medium,64.3
1.0,73.7,63.1,3,1,6.7,58.9,16,2021,Low,45.5
5.5,80.0,78.1,3,2,4.7,68.0,16,2021,Medium,69.5
6.9,88.4,56.8,4,3,8.8,67.7,17,2021,High,68.5
9.7,59.8,94.9,2,5,7.7,77.1,15,2021,High,79.1
4.7,47.9,37.4,5,2,6.1,53.4,17,2021,Low,49.5
4.0,72.3,89.0,3,2,5.9,83.7,17,2021,Low,65.6
4.7,62.9,64.4,4,3,7.8,100.0,17,2021,Medium,65.7
8.3,72.9,81.8,5,2,6.7,83.1,16,2021,High,79.8
6.8,77.9,69.3,4,2,4.7,92.6,17,2021,Medium,70.8
4.7,73.7,86.2,3,1,9.1,97.7,18,2021,Medium,68.8
7.3,100.0,61.8,4,3,6.5,100.0,19,2021,High,64.2
6.2,84.6,50.4,3,2,8.8,100.0,17,2021,Medium,57.1
8.4,84.2,90.7,3,3,8.5,69.0,15,2021,High,82.0
4.2,88.7,66.2,5,3,5.8,65.1,19,2021,High,80.7
5.2,64.1,71.5,4,1,8.2,92.1,18,2021,Medium,65.0
5.0,94.5,87.8,4,3,6.2,90.7,16,2021,High,80.8
2.3,78.9,51.5,3,3,4.8,92.0,15,2021,Low,50.5
6.7,89.4,77.5,1,2,6.5,100.0,15,2021,Medium,62.5
6.7,65.0,58.6,1,1,7.5,78.2,16,2021,Low,51.5
6.0,58.2,65.9,4,0,6.4,85.7,15,2021,Low,48.9
5.4,91.5,69.2,4,2,6.6,60.4,19,2021,High,75.2
2.5,85.3,44.0,3,2,8.4,100.0,17,2021,Low,40.1
4.9,67.4,55.5,4,2,7.1,71.9,17,2021,Low,54.7
5.1,67.8,89.6,1,1,6.0,72.5,18,2021,Low,60.1
4.0,95.8,82.2,3,4,7.8,71.8,18,2021,High,67.9
5.6,63.3,67.0,3,1,7.2,66.4,18,2021,Low,65.3
7.0,100.0,71.9,3,1,4.0,64.9,19,2021,Medium,67.0
10.7,67.4,63.3,2,2,7.5,68.6,17,2021,Medium,60.0
6.4,88.9,89.7,5,2,7.5,53.4,19,2021,High,77.7
6.6,75.4,64.8,3,1,7.0,63.9,18,2021,Medium,58.7
5.8,88.4,71.7,5,1,8.1,100.0,15,2021,High,70.7
1.2,72.4,86.3,3,1,6.2,91.2,17,2021,Low,64.7
5.9,77.7,55.6,5,3,7.4,94.7,17,2021,High,76.3
6.2,80.6,92.9,4,3,5.1,99.2,19,2021,High,68.9
12.0,66.0,43.5,5,2,7.5,100.0,16,2021,High,62.4
5.5,90.4,94.1,1,3,9.3,46.1,17,2021,High,73.9
6.8,72.8,62.0,4,3,5.8,55.9,15,2021,Medium,67.3
5.9,76.8,64.1,5,1,6.1,63.5,16,2021,Medium,63.8
3.1,66.1,37.8,2,5,6.1,69.5,15,2021,Low,45.0
8.9,44.1,60.7,2,3,7.2,72.6,17,2021,Medium,61.8
7.9,77.3,51.4,3,1,5.7,70.0,18,2021,Low,48.7
8.0,100.0,58.3,5,1,7.5,81.9,16,2021,High,72.8
3.7,91.0,65.8,3,1,8.0,78.6,17,2021,Low,65.1
9.5,79.7,83.3,3,1,7.6,65.0,16,2021,High,79.9
2.5,76.3,71.3,2,3,4.9,38.8,15,2021,Low,61.8
7.5,80.3,72.9,1,2,8.2,60.1,17,2021,Low,65.5
11.5,87.7,50.5,4,3,8.1,68.1,15,2021,High,74.2
3.5,63.5,53.9,2,3,8.0,73.6,17,2021,Low,51.8
4.6,95.6,96.8,4,3,7.4,57.7,15,2021,High,78.9
6.2,90.0,56.2,5,3,7.3,69.2,15,2021,High,64.5
4.7,90.1,94.5,3,0,8.2,57.6,17,2021,Medium,71.1
2.1,86.1,64.1,4,2,9.3,75.7,17,2021,Low,54.2
6.2,80.3,68.0,2,3,5.9,58.7,15,2021,Medium,72.9
3.3,89.4,85.1,4,0,8.3,62.7,17,2021,Medium,70.3
7.2,88.3,88.4,2,0,6.9,54.4,18,2021,Medium,72.0
3.7,75.0,66.2,4,4,6.8,75.2,18,2021,Medium,68.3
9.9,72.0,61.8,3,3,5.2,62.4,15,2021,Medium,79.1
4.0,81.4,67.1,3,1,6.7,94.3,17,2021,Low,53.3
5.2,100.0,73.4,4,3,5.8,85.3,17,2021,Medium,63.0
8.0,62.7,82.3,2,3,6.4,76.7,15,2021,High,69.3
2.9,59.5,68.1,4,2,5.7,63.6,18,2021,Low,56.1
6.6,82.3,77.9,3,0,6.5,84.8,19,2021,Medium,70.0
9.3,80.7,94.2,4,4,6.5,90.4,18,2021,High,80.4
2.0,82.4,74.1,2,2,7.1,80.6,18,2021,Low,58.3
6.5,83.4,73.0,4,1,5.1,100.0,18,2021,High,72.7
6.6,76.9,43.7,2,2,5.3,86.3,17,2021,Low,48.5
8.0,100.0,25.9,3,3,7.4,94.4,17,2021,Medium,52.5
2.9,57.6,74.2,3,1,6.0,80.4,18,2021,Low,62.5
2.7,68.4,66.5,4,1,8.3,90.2,17,2021,Low,56.9
7.3,78.6,59.8,3,1,7.3,63.7,16,2021,Medium,64.3
6.7,57.0,71.9,5,5,7.7,69.7,16,2021,High,78.7
6.6,77.5,67.0,5,1,8.7,84.3,18,2021,High,68.7
6.9,100.0,86.0,2,2,6.6,84.2,15,2021,High,72.4
4.3,80.3,69.4,4,4,6.3,87.1,17,2021,High,64.2
6.6,83.2,56.0,2,1,8.0,97.8,19,2021,Medium,56.6
6.7,62.4,83.8,3,5,7.6,52.4,18,2021,Medium,66.6
4.2,71.4,64.5,4,4,6.8,60.5,19,2021,Medium,66.4
10.7,74.7,76.4,4,4,8.7,82.1,17,2021,High,85.9
7.2,75.6,60.4,4,1,6.7,65.0,15,2021,Low,62.4
3.0,97.9,57.6,3,3,7.0,100.0,18,2021,Medium,53.5
7.6,87.8,69.3,3,3,7.0,87.3,16,2021,High,80.7
3.6,64.4,68.2,2,5,5.9,76.6,17,2021,Medium,60.1
8.0,83.5,75.7,4,1,7.1,68.7,16,2021,High,64.4
8.9,87.0,63.7,3,3,8.7,69.4,16,2021,High,66.9
3.9,96.0,38.6,4,2,7.5,78.5,17,2021,Low,64.7
8.4,100.0,61.1,3,1,7.0,80.0,16,2021,Medium,62.2
7.0,65.8,80.7,3,2,6.8,69.8,17,2021,Medium,66.7
8.1,68.6,63.2,3,3,7.4,73.1,18,2021,Medium,62.9
10.7,62.4,64.1,1,2,7.9,100.0,16,2021,Medium,62.7
5.4,76.7,83.8,3,2,7.7,100.0,16,2021,Medium,64.9
4.1,86.5,56.6,4,5,6.6,82.5,17,2021,Medium,61.2
3.8,93.8,43.3,5,2,7.4,53.9,17,2021,Medium,60.4
4.0,78.9,65.4,3,3,7.6,87.7,19,2021,Medium,66.6
5.8,75.5,60.3,3,2,5.8,100.0,15,2021,Medium,54.5
6.9,82.1,52.5,1,2,7.2,100.0,18,2021,Low,52.7
6.7,68.3,65.2,5,3,4.4,91.2,17,2021,High,66.0
8.1,100.0,75.9,1,4,7.6,100.0,17,2021,High,72.6
6.0,57.5,67.9,5,2,7.8,79.0,15,2021,High,75.6
9.6,82.6,72.9,3,3,7.9,89.3,17,2021,High,72.8
5.3,100.0,97.0,3,0,6.5,65.7,16,2021,High,75.9
12.0,80.1,62.5,5,1,7.4,83.3,16,2021,High,80.5
7.6,77.3,72.5,1,2,8.7,100.0,17,2021,Medium,70.2
3.9,75.0,59.9,4,0,8.7,67.4,18,2021,Low,59.3
3.3,77.5,54.5,3,1,7.0,62.5,18,2021,Low,61.2
7.2,99.2,58.6,3,2,7.2,79.8,17,2021,Medium,65.6
5.4,49.0,60.3,3,0,8.3,73.9,17,2021,Low,41.3
7.8,100.0,73.8,4,1,5.2,89.7,17,2021,High,77.1
7.2,60.1,100.0,4,2,6.6,69.8,19,2021,High,71.8
5.8,76.3,56.5,1,2,8.6,100.0,17,2021,Low,56.9
3.9,74.0,61.3,5,4,8.2,54.8,16,2021,Medium,55.5
2.2,88.2,67.0,2,3,7.4,100.0,16,2021,Low,56.7
4.9,57.6,74.3,3,2,5.2,64.2,17,2021,Low,59.2
8.1,86.5,72.2,3,4,6.9,45.7,17,2021,High,66.9
6.5,100.0,88.5,1,3,6.3,82.3,15,2021,High,71.7
2.9,60.9,29.2,2,1,7.4,73.4,18,2021,Low,46.8
6.4,82.7,29.8,5,1,6.0,58.0,18,2021,Low,46.8
7.0,70.7,60.1,3,3,5.8,47.7,17,2021,Medium,64.5
3.8,86.0,85.6,2,2,4.5,77.8,15,2021,Low,62.4
6.4,80.3,42.9,2,3,8.5,95.6,16,2021,Low,52.2
6.1,71.0,19.9,4,3,6.5,88.5,19,2021,Medium,49.5
3.1,86.8,77.1,5,3,7.2,79.0,18,2021,Medium,64.6
6.9,100.0,71.9,3,5,7.0,86.6,16,2021,High,69.7
7.4,77.3,50.6,1,2,5.7,77.5,16,2021,Low,54.9
8.7,90.1,52.2,3,1,5.5,52.3,17,2021,Medium,63.0
8.6,61.9,52.5,1,3,5.8,52.4,16,2021,Low,54.5
2.6,66.6,69.8,2,1,6.1,74.3,17,2021,Low,49.2
3.7,86.6,58.0,3,3,7.4,75.1,19,2021,Medium,60.2
7.3,100.0,75.9,3,5,6.0,93.3,16,2021,High,74.1
7.3,85.0,22.3,3,3,9.1,91.6,15,2021,Low,49.3
7.3,75.6,54.3,3,2,8.2,88.9,18,2021,Low,44.1
12.0,80.0,50.0,5,2,8.0,73.0,15,2021,High,69.5
7.4,62.5,63.9,5,2,6.9,53.1,19,2021,Medium,57.1
8.8,88.5,59.4,4,2,8.8,85.4,17,2021,High,68.9
8.4,92.4,80.8,3,3,6.7,87.5,19,2021,High,79.6
7.6,73.7,38.3,3,3,7.0,35.0,16,2021,Medium,57.4
5.2,73.4,68.7,3,3,7.2,63.0,15,2021,Medium,66.0
7.9,83.7,76.9,4,1,7.8,65.6,17,2021,High,64.3
4.1,73.9,97.7,3,2,7.8,80.1,17,2021,High,83.6
5.4,79.1,60.3,5,3,6.4,63.5,16,2021,High,72.5
4.8,100.0,73.2,5,2,6.4,77.3,19,2021,High,65.2
6.2,76.5,39.1,3,2,7.8,74.2,18,2021,Low,53.1
11.8,75.0,29.7,4,3,7.9,75.1,17,2021,High,54.7
1.3,70.9,81.5,2,3,6.5,65.1,16,2021,Low,59.0
7.7,90.4,67.9,3,2,5.1,66.5,18,2021,High,74.5
2.0,77.5,86.9,3,4,6.8,58.6,18,2021,Medium,81.3
4.8,70.9,46.0,3,1,7.7,84.8,17,2021,Low,52.0
8.7,98.5,76.3,5,5,9.2,88.3,19,2021,High,84.5
6.2,99.9,97.9,2,1,5.6,64.1,16,2021,Medium,73.6
3.3,71.6,74.7,3,0,6.5,100.0,16,2021,Low,60.2
4.2,53.9,72.4,4,4,6.5,72.3,15,2021,Medium,70.9
7.7,94.1,68.1,4,1,8.6,100.0,18,2021,High,71.9
4.2,70.4,42.9,3,3,7.0,66.4,17,2021,Low,43.7
6.5,91.1,89.7,5,3,5.9,41.5,16,2021,High,69.7
6.1,52.4,58.2,4,4,7.7,85.2,16,2021,Medium,66.2
4.4,92.5,76.1,3,5,6.5,82.5,15,2021,High,71.2
11.4,63.0,43.0,2,1,5.5,78.6,16,2021,Low,48.4
7.6,90.2,49.1,3,3,5.9,66.4,17,2021,Medium,64.0
0.9,80.2,91.0,4,1,9.1,77.4,16,2021,Low,64.9
6.5,66.6,62.4,4,2,7.5,68.8,16,2021,Medium,64.6
4.3,74.3,91.3,4,3,7.1,72.6,18,2021,High,75.9
8.1,89.6,66.7,3,2,6.7,93.1,17,2021,High,68.7
4.0,81.5,38.5,2,2,7.4,81.3,18,2021,Low,49.1
5.7,88.2,82.3,1,2,7.3,89.0,15,2021,Medium,74.8
7.3,100.0,58.6,3,3,7.4,73.8,16,2021,Medium,58.5
8.2,58.1,79.2,4,5,7.1,71.8,17,2021,High,76.9
3.0,100.0,68.4,4,0,8.0,57.2,16,2021,Low,60.0
5.2,81.5,43.3,3,2,7.0,71.3,15,2021,Low,52.0
4.8,67.4,70.6,3,4,5.8,18.2,18,2021,Medium,67.5
4.4,61.4,100.0,3,2,6.3,67.4,19,2021,Medium,72.8
10.4,77.4,75.9,3,0,4.6,76.5,15,2021,High,74.9
7.0,92.9,67.1,3,2,9.4,88.1,16,2021,Medium,68.8
2.8,78.2,85.2,2,2,8.0,73.2,19,2021,Low,62.9
8.3,100.0,71.4,2,1,6.0,84.3,15,2021,Medium,66.7
11.3,59.7,71.4,1,3,6.7,38.8,17,2021,Medium,64.8
8.6,79.8,50.5,2,2,6.2,77.0,19,2021,Medium,58.3
2.2,62.5,71.7,1,4,8.9,47.8,19,2021,Low,53.4
4.8,85.1,84.6,4,3,5.3,56.3,17,2021,High,75.8
9.2,92.4,54.6,3,3,7.1,74.6,16,2021,High,64.0
4.2,74.1,90.8,5,0,6.9,100.0,16,2021,Medium,70.9
7.1,43.5,66.5,2,2,8.0,84.7,18,2021,Low,59.1
7.9,82.8,53.8,3,1,6.9,78.3,19,2021,Medium,54.9
3.7,86.1,84.0,3,4,4.9,77.6,17,2021,Medium,68.5
5.9,85.7,63.4,1,1,6.7,65.2,18,2021,Low,59.1
0.0,97.3,80.2,4,1,5.8,68.2,18,2021,Low,64.1
3.4,65.0,63.3,1,2,7.1,85.7,17,2021,Low,46.1
5.4,89.5,67.0,5,1,8.7,53.1,18,2021,Medium,57.8
2.9,96.7,75.9,5,1,4.9,88.7,17,2021,Medium,70.8
10.1,55.1,72.7,3,2,6.0,71.0,17,2021,Medium,65.5
2.4,84.5,36.1,3,0,6.3,92.9,16,2021,Low,40.7
4.9,72.9,50.1,4,0,6.5,95.3,18,2021,Low,48.1
6.3,78.9,82.9,3,2,7.9,47.9,17,2021,Medium,68.0
9.6,84.9,65.9,4,3,6.8,67.5,16,2021,High,70.0
2.4,73.2,59.6,1,2,7.5,62.6,18,2021,Low,44.4
8.9,70.5,46.3,1,2,6.2,45.4,17,2021,Low,52.8
6.0,80.5,50.7,3,2,7.3,59.4,19,2021,Low,53.0
3.5,64.8,35.7,3,2,7.9,100.0,16,2021,Low,47.8
7.2,64.8,66.4,5,4,6.1,89.0,17,2021,High,72.7
6.5,89.5,58.4,2,0,7.9,100.0,16,2021,Low,54.5
4.5,63.9,52.5,4,3,7.1,92.9,19,2021,Medium,52.5
6.2,89.3,66.9,3,4,8.3,64.6,15,2021,Medium,77.7
5.0,86.5,73.8,3,3,6.8,71.1,17,2021,Medium,63.7
6.3,55.8,100.0,3,1,7.5,88.6,18,2021,Medium,76.7
7.7,70.5,43.8,3,1,7.0,85.9,16,2021,Low,60.2
10.0,96.7,86.6,2,3,6.9,67.6,19,2021,High,82.1
2.9,66.3,83.6,3,0,7.3,50.8,18,2021,Low,54.6
11.3,73.5,55.5,4,3,7.6,100.0,16,2021,High,73.2
1.1,86.5,71.3,3,3,5.5,75.5,15,2021,Low,53.7
5.6,91.0,60.7,3,3,8.7,72.1,16,2021,High,70.9
7.5,76.5,71.0,4,1,4.8,80.0,16,2021,Medium,69.8
6.7,71.6,92.1,4,3,6.2,73.6,18,2021,High,75.9
4.4,99.9,77.7,3,3,6.9,80.2,19,2021,Medium,63.7
5.5,100.0,76.1,3,3,7.5,100.0,15,2021,High,65.5
4.8,93.7,61.1,5,0,8.9,75.8,17,2021,Medium,69.0
4.5,81.2,44.3,4,0,4.8,57.1,17,2021,Low,51.2
8.1,68.7,64.7,3,2,6.4,75.1,15,2021,Medium,66.2
6.9,68.4,87.3,3,1,4.4,69.6,16,2021,Medium,64.6
4.3,87.3,43.6,4,2,7.0,100.0,16,2021,Low,46.1
8.2,85.9,51.1,1,4,7.3,99.1,17,2021,Low,61.2
6.8,99.6,70.0,5,2,8.9,79.9,17,2021,High,74.7
8.0,89.1,52.2,2,3,7.1,55.0,18,2021,Medium,66.3
7.6,59.0,55.3,4,0,8.3,55.9,15,2021,Medium,57.9
3.9,94.7,61.2,3,1,7.7,78.3,18,2021,Low,58.0
4.6,66.0,46.2,3,0,6.5,84.1,17,2021,Low,49.4
7.9,74.6,52.4,5,2,5.3,71.3,18,2021,Medium,62.5
7.5,83.5,79.3,3,4,7.3,69.4,17,2021,High,80.2
5.9,100.0,47.1,3,0,5.2,67.3,18,2021,Low,48.3
6.3,100.0,42.4,1,3,8.6,77.6,18,2021,Low,55.7
9.2,88.5,57.9,1,2,6.8,35.1,17,2021,Low,64.5
4.5,77.4,79.7,3,4,8.4,58.2,16,2021,Medium,68.2
7.4,87.5,64.8,4,1,6.4,66.7,19,2021,Medium,63.1
5.5,92.4,60.6,2,1,7.3,99.7,18,2021,Low,65.8
5.5,75.5,68.7,2,0,7.3,63.4,19,2021,Low,49.0
8.7,100.0,40.1,3,2,6.9,81.2,18,2021,Medium,61.5
8.1,83.2,75.9,4,1,6.5,82.1,17,2021,Medium,66.5
8.0,87.0,74.1,4,4,7.5,100.0,15,2021,High,68.5
9.3,89.3,61.5,2,3,5.9,100.0,16,2021,High,71.2
6.1,85.9,84.1,2,3,5.5,77.0,19,2021,Low,52.3
7.7,91.7,50.0,5,2,8.5,69.4,16,2021,High,52.6
5.2,71.4,86.0,3,0,7.9,66.1,15,2021,Low,67.8
6.8,72.2,70.5,5,2,7.1,73.7,18,2021,High,74.1
5.7,64.6,62.6,5,5,9.0,70.2,18,2021,High,64.7
6.2,86.2,67.7,4,3,6.7,88.0,16,2021,High,70.0
7.5,90.9,66.3,2,4,8.6,85.6,16,2021,High,58.0
4.0,86.4,87.5,4,3,7.2,88.7,17,2021,High,77.6
11.2,100.0,50.8,4,1,5.8,100.0,15,2021,High,70.5
3.5,79.9,55.8,4,1,9.2,100.0,18,2021,Low,58.0
3.0,89.4,84.6,3,0,8.2,80.2,16,2021,Low,63.0
8.9,64.7,58.5,3,2,6.9,97.8,18,2021,High,67.9
8.0,74.6,82.4,2,1,7.9,71.7,18,2021,Low,65.7
7.6,89.7,95.2,3,2,6.5,99.3,17,2021,High,72.6
7.6,91.9,61.6,4,3,8.0,97.1,16,2021,High,77.2
6.0,75.9,78.9,3,4,4.1,96.2,17,2021,High,77.8
3.8,79.0,49.5,3,3,5.8,79.7,17,2021,Medium,50.8
6.2,58.7,80.1,3,4,8.2,66.0,16,2021,Medium,66.9
4.3,75.0,71.2,4,0,6.7,52.9,18,2021,Low,58.6
8.4,92.5,75.6,5,0,7.2,77.3,17,2021,High,80.4
5.6,88.1,57.7,2,3,5.4,100.0,18,2021,Low,47.9
3.9,87.0,41.4,3,1,9.2,72.4,15,2021,Low,50.3
5.2,80.7,76.1,2,1,8.4,92.1,15,2021,Low,55.2
7.0,80.1,35.0,4,2,6.8,93.2,19,2021,Medium,51.2
4.6,70.8,62.9,4,1,6.5,72.9,17,2021,Low,55.0
3.9,89.8,83.1,5,2,8.2,100.0,17,2021,High,72.5
6.6,85.9,71.1,3,2,9.4,25.6,17,2021,Medium,61.3
6.6,86.9,99.2,5,2,8.1,56.0,16,2021,High,78.6
4.7,72.6,84.4,2,3,9.6,61.5,18,2021,Low,69.6
4.8,49.9,57.5,4,2,5.9,63.2,15,2021,Low,55.3
6.6,95.4,68.4,1,1,6.0,84.1,17,2021,Medium,68.4
2.4,73.3,67.2,5,1,5.6,83.2,17,2021,Low,56.7
2.5,67.9,42.7,3,2,7.5,85.1,19,2021,Low,43.7
4.2,89.7,53.0,4,3,7.2,88.7,17,2021,Medium,60.5
5.5,74.5,59.0,4,3,6.8,60.9,15,2021,Medium,65.0
6.8,94.8,35.4,2,3,8.0,56.1,17,2021,Low,40.5
9.7,88.6,68.8,1,1,8.5,85.1,15,2021,Medium,67.2
8.1,89.6,64.0,5,2,5.2,66.7,16,2021,High,72.2
5.6,60.9,41.2,3,2,6.3,49.7,15,2021,Low,48.4
6.0,97.0,74.5,2,2,8.0,95.5,17,2021,Medium,66.5
3.5,83.7,79.5,3,2,6.4,100.0,15,2021,Low,50.2
6.0,74.8,71.6,4,2,6.0,100.0,17,2021,Medium,64.0
5.3,82.0,62.8,1,2,8.2,81.4,19,2021,Low,63.5
6.8,55.1,77.5,3,3,5.5,89.3,18,2021,Medium,65.6
3.9,85.7,78.9,1,1,6.6,100.0,15,2021,Low,59.9
7.3,65.6,72.9,3,3,7.4,66.5,16,2021,Medium,67.7
9.8,61.1,54.8,5,1,6.3,98.0,17,2021,High,69.6
5.7,58.7,72.4,5,0,7.9,83.0,18,2021,Low,66.3
7.0,95.6,87.1,4,5,6.3,94.4,15,2021,High,82.9
7.7,71.2,58.5,2,5,8.7,81.3,18,2021,Medium,66.3
5.0,100.0,100.0,5,0,6.8,100.0,17,2021,High,92.4
6.6,72.5,59.6,3,2,7.8,82.0,17,2021,Medium,66.5
6.0,56.1,68.5,2,1,7.9,51.3,19,2021,Low,66.0
6.2,64.4,57.2,5,2,6.2,100.0,18,2021,Low,54.9
4.1,97.3,71.6,4,3,4.5,60.9,18,2021,Medium,76.2
6.1,77.8,40.1,4,5,7.4,100.0,16,2021,Medium,53.4
7.2,72.3,59.3,4,3,7.1,76.4,17,2021,Medium,63.8
9.6,82.2,50.5,3,2,7.7,99.2,17,2021,Medium,63.5
8.4,87.0,70.2,3,3,6.7,98.4,16,2021,High,69.0
11.4,95.6,83.9,4,2,6.5,85.7,17,2021,High,86.6
4.1,100.0,78.3,3,4,9.4,87.2,16,2021,High,75.8
8.2,75.0,30.1,3,4,5.2,85.6,15,2021,Medium,49.8
6.5,61.4,100.0,4,2,7.9,41.8,16,2021,Medium,85.2
11.5,74.2,72.7,4,2,6.3,80.1,18,2021,High,65.4
4.0,83.6,55.6,3,1,6.6,57.9,19,2021,Low,64.9
3.9,66.5,70.5,4,0,6.6,81.1,17,2021,Low,61.9
4.5,66.6,70.8,4,3,6.0,57.4,17,2021,Medium,63.0
0.7,84.8,57.3,4,2,7.7,56.7,15,2021,Low,50.8
4.7,79.3,71.2,3,2,8.7,100.0,19,2021,Medium,63.8
4.1,80.5,58.3,3,2,7.6,97.3,17,2021,Low,54.7
